filename,mask_source,mean_r,mean_g,mean_b,glcm_contrast,glcm_homogeneity,glcm_energy,glcm_correlation,mean_entropy,internal_edge_density,eccentricity,solidity,efd_harm_1_amp,efd_harm_2_amp,efd_harm_3_amp,is_fallback
000198.jpg,rembg_ai,169.7462944790293,142.04642889999693,104.6586806300919,266.51161489264507,0.19907940475338745,0.014283747095711341,0.9500452313169592,4.875135099821255,0.040152514132090325,0.7930102687346698,0.967047007564805,1.238998018403425,0.06799197656972733,0.096382259061184,0
001018.jpg,full_rect,164.60671456352637,161.97419565687122,161.8635452679343,55.959565804686704,0.5873037991069306,0.07741657548259646,0.9925750444469367,2.980714319488877,0.02139423076923077,0.6907173233229681,1.0,0.0,0.0,0.0,1
001165.jpg,rembg_ai,169.11727547910021,156.52308712709208,142.97079358471396,41.33784967176172,0.26170360068599624,0.03383804436153909,0.9420913717103638,4.526163454686264,0.01698018684203099,0.870015691778044,0.8326858612702813,1.1389293674867877,0.10042394739948313,0.15725285190220684,0
000030.jpg,rembg_ai,184.10625182801988,135.6023983620942,107.55438724773326,22.46373828375571,0.5001602550362734,0.046762725338887354,0.99651423915142,4.194858427500506,0.038461538461538464,0.9060741093546432,0.9291797613702842,1.1121747727396372,0.18517917956610694,0.06626074712069478,0
001291.jpg,rembg_ai,149.19867267513314,139.64675133142154,121.48335927898403,65.55346592702837,0.26946331131389245,0.020367898094421785,0.9836579215507442,4.605474435776379,0.06361327324866858,0.7114301892010625,0.9451719381983295,1.252634158196552,0.11208356147998029,0.08825408473223248,0
001321.jpg,rembg_ai,123.45721913950311,94.06239194992052,69.80588803223378,105.77061239012595,0.22880390606712087,0.01567776808015723,0.9811876877154792,4.840786664259833,0.03320274377492123,0.6412825284118749,0.9370520498069864,1.2943007648561702,0.08963721555079945,0.048831075805960675,0
000064.jpg,rembg_ai,124.00070934306147,79.79982049277628,52.06182576218188,28.694435229539597,0.34273125459359943,0.020963848843460257,0.9954538520328594,4.575217915112515,0.046040707605894786,0.9087531721543797,0.9673763399253595,1.1011840837276479,0.1278745850002091,0.05947964719100368,0
000176.jpg,full_rect,183.83991910815035,174.21709265175718,163.7866494459928,102.84319659574469,0.27853677531670673,0.06700238364441595,0.9852728523294753,4.447285079588758,0.10309632247977704,0.6605319010801051,1.0,0.0,0.0,0.0,1
001173.jpg,custom_otsu,143.54574652777777,103.47095734126984,76.15487351190477,153.39139786610133,0.28262791508239066,0.02550835686340187,0.9654714189458184,4.812340639641215,0.05668402777777778,0.7380478375233306,0.9117118339382017,1.2339137403554785,0.17782594659121892,0.12245586957902546,0
0000450.jpg,full_rect,101.84612181069959,90.1771572016461,82.01554238683127,89.49265743488296,0.20844460239184404,0.01779073301082601,0.9859392656041707,4.695274651476753,0.03657119341563786,0.6614382360614811,1.0,0.0,0.0,0.0,1
0000210.jpg,rembg_ai,141.2696353257399,125.75687087680619,115.17625356018132,62.274188143194735,0.40018261396478516,0.02261643502326277,0.9924633758045632,4.347542612364345,0.0369542572848655,0.857022721216291,0.9499482274847341,1.0054280881159519,0.15786363048183524,0.08361845124250253,0
dog-1.jpg,rembg_ai,189.53358229753078,153.24262861601918,114.23727774371551,80.57510213890893,0.20576256478009056,0.01899471258626811,0.9859149954304964,4.809311254620846,0.07407613845382086,0.7392962061245256,0.9723879787349463,1.0216038675542674,0.16374115973223216,0.10929493082380082,0
000041.jpg,rembg_ai,168.05364638719428,154.15574336299696,135.15800078356747,227.2192408701254,0.16938444961459753,0.014534237642203884,0.9702302122058974,4.4702553460932,0.03472882968601332,0.49562787858462926,0.935403498649322,1.310068294198361,0.02684797060151179,0.05112601506651067,0
001214.jpg,rembg_ai,147.34458469863966,109.54216934763181,108.60346539569059,106.39706414119675,0.15319312852057168,0.014023077474638986,0.9749207113180755,4.843222912047442,0.03460430940323702,0.7522009848431501,0.9673184542235954,1.2010786169187284,0.21765336531392881,0.030564027463016053,0
001041.jpg,rembg_ai,176.8253470844903,123.26987589958634,71.57677225590751,134.12737782814742,0.18064824742196073,0.016482231886624402,0.9595976288136056,4.690000385069884,0.03817079390264634,0.7329470356302783,0.8377211034228964,1.0218046392628424,0.30848837135464363,0.17082146749074917,0
001040.jpg,rembg_ai,34.60884600854378,29.893047765733826,24.387947652397973,81.0460120737728,0.3033555601919876,0.031554171397546384,0.9836793160290705,4.276963924828643,0.03482413569304389,0.9197145811355646,0.9499659444434218,1.0833901566090292,0.0738191946988872,0.06898476969577236,0
0000030.jpg,rembg_ai,147.34458469863966,109.54216934763181,108.60346539569059,106.39706414119675,0.15319312852057168,0.014023077474638986,0.9749207113180755,4.843222912047442,0.03460430940323702,0.7522009848431501,0.9673184542235954,1.2010786169187284,0.21765336531392881,0.030564027463016053,0
0000560.jpg,full_rect,144.5517158226674,121.74522723056947,112.66493600445186,60.68027219722329,0.45180746389011217,0.06049947360729013,0.991271794835535,3.5246610188261487,0.034053978853644966,0.7463484269386648,1.0,0.0,0.0,0.0,1
000068.jpg,custom_otsu,158.57847779585717,121.11137722361373,82.41298425873448,107.86512862263292,0.17306593979033552,0.014312128431761372,0.9781207442911984,4.908269755186124,0.0661462237417043,0.6838174706095422,0.8616278886595989,1.1957569475052856,0.3270060412085791,0.1127225923266727,0
001048.jpg,rembg_ai,168.20318781581958,154.24034186995576,135.19934988000122,135.37290169464404,0.23314643097124632,0.017867978110995567,0.9819824565539904,4.281950604538708,0.03508825227086308,0.4939511415602345,0.9349872253934484,1.3117974235347656,0.08848632494961159,0.06158758094209931,0
