filename,mask_source,mean_r,mean_g,mean_b,glcm_contrast,glcm_homogeneity,glcm_energy,glcm_correlation,mean_entropy,internal_edge_density,eccentricity,solidity,efd_harm_1_amp,efd_harm_2_amp,efd_harm_3_amp,is_fallback
000615.jpg,rembg_ai,102.78113881768041,73.73811336388825,53.882249669851625,122.72254192637358,0.4278041346750301,0.034892187082238624,0.978799048664624,4.378758098415944,0.060338175509464256,0.7149816819983232,0.9290490735476908,1.2388606676712932,0.05817282905364161,0.10510033729631293,0
000576.jpg,rembg_ai,125.44231953634541,91.96716832746395,59.470003000489555,84.14801241539212,0.4465992756401152,0.04029110365358415,0.9884994739197205,4.613558071687089,0.07483326226910707,0.7816460989705988,0.7962444110763449,1.141787537653177,0.33587970585928334,0.3938137441037851,0
000428.jpg,rembg_ai,199.7877947295423,131.3024025770659,70.11031944879424,52.567681600695956,0.4095199492593695,0.10696547093576046,0.991350254056656,4.541845480946168,0.03959554382354257,0.29471956520410386,0.9043611401222863,1.3961161468899606,0.10152499938743996,0.05079519331578327,0
000711.jpg,rembg_ai,207.35215351396982,116.18330113479553,53.520531844083315,59.61492531033032,0.5229592868171478,0.31758918049130247,0.992726066485709,4.2607540222219695,0.027127944542753704,0.14761871424165288,0.8901264324808785,1.394861392872122,0.09509396210379609,0.025675761873199004,0
000030.jpg,rembg_ai,201.6469300790026,140.48169438965476,83.05174195998185,225.80814098071573,0.35189160675870645,0.17213638014041788,0.9684970943018386,5.139390142334493,0.11113103462824475,0.38082136207576545,0.9681829798108867,1.3980561777239224,0.050402954828564106,0.04372710969479675,0
000539.jpg,full_rect,52.121513013231585,37.04940584273795,25.632185625301677,55.08499184652278,0.42882631276350314,0.08006375077804612,0.9821199513554709,3.575913179513485,0.011193601029719355,0.7458328677838398,1.0,0.0,0.0,0.0,1
000652.jpg,full_rect,225.74016032222397,203.63829331859105,177.47766624545886,68.69086787656909,0.7513554649779617,0.5829107402377611,0.994130172501348,1.5012801838634628,0.007398515242457748,0.6623092283791326,1.0,0.0,0.0,0.0,1
000042.jpg,rembg_ai,211.96180532918572,140.59928192901248,75.47510500973262,156.92306326566845,0.2690068653020659,0.06689833747013292,0.9746016737779101,4.991307057889923,0.09062968585558484,0.16767328579135185,0.9692289623583299,1.3668049259943142,0.06948830203029453,0.04147713483147934,0
000209.jpg,full_rect,107.27642162316651,87.76348385713848,71.32200491992364,174.1653980830671,0.5054463201826996,0.06633578205748178,0.9761739378717798,3.8755317138956316,0.04134215925445804,0.0,1.0,0.0,0.0,0.0,1
000580.jpg,rembg_ai,224.44910969164061,172.7388025794825,103.24233110485797,40.746753986064654,0.34576283537176944,0.02348691200410594,0.9923233693351068,4.72031874759009,0.07848407677358513,0.28896249551032493,0.9729936375303787,1.28699691762792,0.022624027172812946,0.11777469256028969,0
